,SHEETBAR,DATE,LATITUDE,LONGITUDE,FLDNUM,STRATUM,LOCATCD,TN,TP,TEMP,DO,TURB,COND,VEL,SS,WDP,CHLcal,SECCHI,YEAR,MONTH,SEASON,PredictedTN,PredictedTP,PredictedVEL
5122,45013510,04/24/2007,37.279655645107,-89.5129078958632,5,2,751140,,,18.53821,9.3,79.0,477.0,0.69,117.9,1.1,18.53821,21.0,2007,4,SPRING,4.838624263677484,0.25327524245779204,0.69
5123,45013511,04/24/2007,37.2820211353837,-89.5167449403264,5,2,751118,,,16.14274,9.5,82.0,477.0,1.03,124.4,2.3,16.14274,23.0,2007,4,SPRING,4.920742668821857,0.2523594533891342,1.03
5124,45013512,04/24/2007,37.2825041694119,-89.5178501774914,5,2,751048,4.907,0.237,13.86134,9.6,81.0,477.0,1.04,115.6,2.1,13.86134,21.0,2007,4,SPRING,4.907,0.237,1.04
5125,45013513,04/24/2007,37.2874029222835,-89.515932773702,5,2,751117,,,14.08948,9.3,87.0,477.0,,122.7,2.5,14.08948,21.0,2007,4,SPRING,4.915466538746559,0.23724190110704452,1.0182289003659926
5126,45013514,04/24/2007,37.2869530579348,-89.5159535406403,5,2,751047,5.012,0.24,18.42414,9.6,73.0,477.0,0.77,120.2,3.7,18.42414,21.0,2007,4,SPRING,5.012,0.24,0.77
5127,45013515,04/24/2007,37.2755712119726,-89.527189329022,5,1,751081,,,14.65983,9.3,82.0,470.0,,147.5,6.5,14.65983,21.0,2007,4,SPRING,4.916380456460018,0.24748403957296092,1.0349127925372938
5128,45013516,04/24/2007,37.2591773475671,-89.521179965316,5,1,751082,,,15.00204,9.1,81.0,472.0,,114.8,15.9,15.00204,21.0,2007,4,SPRING,4.7509403551238485,0.23351116554359574,0.6249837298547224
5129,45013517,04/24/2007,37.2573116255654,-89.5190115712414,5,1,751083,,,14.31762,9.1,85.0,473.0,,127.0,15.1,14.31762,21.0,2007,4,SPRING,4.839744466992288,0.24533842926184354,0.9461420000810977
5130,45013518,04/24/2007,37.0563220743878,-89.3815147854348,5,2,751040,4.94,0.271,14.20355,9.6,72.0,514.0,1.18,130.7,2.5,14.20355,19.0,2007,4,SPRING,4.94,0.271,1.18
5131,45013519,04/24/2007,37.053485974436,-89.3771533586744,5,2,751150,,,14.65983,9.7,70.0,515.0,1.25,128.8,6.0,14.65983,20.0,2007,4,SPRING,4.79367505667328,0.24527881855585004,1.25
5132,45013520,04/24/2007,37.0466357680354,-89.37410748248,5,2,751128,,,13.6332,9.5,86.0,514.0,1.16,129.1,4.5,13.6332,19.0,2007,4,SPRING,4.674072080785065,0.2363417488051518,1.16
5133,45013521,04/24/2007,37.0448021665241,-89.3730708740026,5,2,751041,4.753,0.249,14.54576,9.5,86.0,514.0,1.1,133.1,4.1,14.54576,21.0,2007,4,SPRING,4.753,0.249,1.1
5134,45013522,04/24/2007,37.041567568388,-89.3704152355158,5,2,751051,4.647,0.232,14.43169,9.4,,514.0,1.3,116.4,5.2,14.43169,20.0,2007,4,SPRING,4.647,0.232,1.3
5135,45013523,04/24/2007,37.0402009443134,-89.3699184445598,5,2,751052,4.797,0.233,15.80053,9.5,61.0,515.0,1.18,128.4,5.0,15.80053,21.0,2007,4,SPRING,4.797,0.233,1.18
5136,45013524,04/24/2007,37.0379003083466,-89.3683423667781,5,2,751042,4.867,0.239,13.17692,9.3,68.0,513.0,1.22,124.9,9.8,13.17692,19.0,2007,4,SPRING,4.867,0.239,1.22
5137,45013525,04/24/2007,37.0533275068571,-89.3867154569124,5,1,751026,4.668,0.262,11.3518,9.1,,514.0,,104.8,14.2,11.3518,21.0,2007,4,SPRING,4.668,0.262,1.2219278346099887
5138,45013526,04/24/2007,37.0551952279899,-89.3888749746486,5,1,751024,4.754,0.23,14.88797,9.1,,509.0,,117.9,18.3,14.88797,23.0,2007,4,SPRING,4.754,0.23,1.2229729099014863
5139,45013527,04/24/2007,37.0550582948389,-89.3843851016383,5,1,751025,4.684,0.226,14.08948,9.2,,516.0,,132.2,7.4,14.08948,22.0,2007,4,SPRING,4.684,0.226,1.2287109282206359
5140,45013528,04/24/2007,37.0693928700284,-89.3814552499063,5,1,751101,,,12.94878,9.1,72.0,513.0,,134.3,11.0,12.94878,21.0,2007,4,SPRING,4.805252617181672,0.24731393661396583,0.803600135617552
5141,45013529,04/24/2007,37.0927145332914,-89.378095873889,5,1,751098,,,15.68646,9.1,76.0,511.0,,144.6,6.3,15.68646,18.0,2007,4,SPRING,4.658999989112747,0.2514999952633378,0.5607680975336282
5142,45013530,04/24/2007,37.0974871025308,-89.38686617304,5,2,751107,,,13.86134,9.1,,508.0,0.6,123.0,4.3,13.86134,22.0,2007,4,SPRING,4.8719818310578304,0.24512536059429285,0.6
5143,45013531,04/24/2007,37.0956878391777,-89.3869517212148,5,2,751031,4.775,0.232,12.72064,9.2,74.0,509.0,0.47,116.1,4.2,12.72064,20.0,2007,4,SPRING,4.775,0.232,0.47
5144,45013532,04/24/2007,37.0909839475143,-89.3804275891582,5,1,751099,,,13.40506,9.1,,509.0,,142.7,4.3,13.40506,20.0,2007,4,SPRING,4.691149333081113,0.22591756820277503,0.5560000000092437
5145,45013533,04/24/2007,37.0873854417681,-89.3805989420186,5,1,751100,,,14.20355,9.2,,508.0,0.64,113.9,2.4,14.20355,19.0,2007,4,SPRING,4.744882987901002,0.22981534627261158,0.64
5146,45013534,04/24/2007,37.0855861878197,-89.3806846070352,5,2,751032,4.582,0.218,12.4925,9.2,67.0,508.0,0.5,98.9,2.1,12.4925,21.0,2007,4,SPRING,4.582,0.218,0.5
5147,45013538,04/24/2007,37.0999801993326,-89.3799990738165,5,1,751023,4.736,0.285,12.72064,9.1,,515.0,,147.6,9.5,12.72064,18.0,2007,4,SPRING,4.736,0.285,0.5300660722433873
5148,45013539,04/24/2007,37.10191669681,-89.3844059546018,5,1,751022,4.908,0.25,14.08948,9.2,,510.0,,135.7,6.5,14.08948,20.0,2007,4,SPRING,4.908,0.25,0.5252748724958932
5149,45013540,04/24/2007,37.1112554630994,-89.3952107130083,5,1,751021,4.635,0.24,15.9146,9.2,,509.0,,137.5,12.2,15.9146,20.0,2007,4,SPRING,4.635,0.24,0.949494915524087
5150,45013541,04/24/2007,37.1170175629385,-89.3921246558304,5,2,751148,,,16.14274,9.2,75.0,517.0,1.0,109.7,4.3,16.14274,22.0,2007,4,SPRING,4.730500074563706,0.24100000078077177,1.0
5151,45013542,04/24/2007,37.1175016048658,-89.3932266792233,5,2,751147,,,11.57994,9.3,76.0,516.0,0.67,108.9,3.6,11.57994,18.0,2007,4,SPRING,4.72414051133884,0.24093340849569467,0.67
5152,45013543,04/24/2007,37.1160494504299,-89.3899206530321,5,2,751149,,,17.39751,9.3,,516.0,0.9,125.2,5.9,17.39751,20.0,2007,4,SPRING,4.739754151585943,0.24109690211084756,0.9
5153,45013544,04/24/2007,37.1149907295537,-89.3995333574675,5,1,751020,4.826,0.242,14.88797,9.1,,512.0,,133.7,15.2,14.88797,20.0,2007,4,SPRING,4.826,0.242,0.8437208385313482
5154,45013545,04/24/2007,37.1225289932427,-89.4104268978381,5,1,751097,,,14.20355,9.1,,516.0,,142.3,11.8,14.20355,21.0,2007,4,SPRING,4.713283543799747,0.24081972297172513,0.8404186185270486
5155,45013546,04/24/2007,37.1243963995779,-89.412588863171,5,1,751096,,,12.4925,9.3,,515.0,,128.9,11.7,12.4925,19.0,2007,4,SPRING,4.8238515867285034,0.22964662368889954,0.3846649610044542
5156,45013547,04/24/2007,37.1299304219704,-89.4168281722965,5,1,751095,,,,9.2,82.0,516.0,,133.1,11.9,,21.0,2007,4,SPRING,4.82436937140326,0.2326238855687492,0.3828777947803872
5157,45013548,04/24/2007,37.1317297340819,-89.4167432253243,5,1,751094,,,13.51913,9.4,82.0,518.0,,137.7,8.5,13.51913,19.0,2007,4,SPRING,4.824509739223387,0.23343100053447832,0.3823334077643233
5158,45013549,04/24/2007,37.1371856162179,-89.4035444165191,5,2,751108,,,14.43169,9.3,76.0,517.0,0.19,111.9,4.2,14.43169,20.0,2007,4,SPRING,4.825702710432843,0.2402905849888509,0.19
5159,45013550,04/24/2007,37.1389848998833,-89.4034591326346,5,2,751033,4.822,0.219,12.37843,9.4,,518.0,0.56,110.2,7.0,12.37843,19.0,2007,4,SPRING,4.822,0.219,0.56
5160,45013551,04/25/2007,37.6245324584989,-89.5064687025772,5,1,751053,,,14.08948,10.4,90.0,497.0,,133.3,6.8,14.08948,20.0,2007,4,SPRING,4.60992704520453,0.22918480151673845,0.9093866445745202
5161,45013552,04/25/2007,37.6206347042406,-89.5117481826252,5,2,751034,4.75,0.249,17.73972,9.0,90.0,492.0,,148.0,6.0,17.73972,20.0,2007,4,SPRING,4.75,0.249,0.9140588122855761
5162,45013553,04/25/2007,37.6170025296366,-89.5107855031442,5,2,751109,,,12.72064,9.0,71.0,438.0,,134.0,2.4,12.72064,20.0,2007,4,SPRING,4.637647832929771,0.23310627880469914,0.9134219828586498
5163,45013554,04/25/2007,37.6166029046043,-89.5125030612339,5,2,751110,,,3.59504,8.9,83.0,492.0,,131.0,4.3,3.59504,20.0,2007,4,SPRING,4.66011228680377,0.2362841771576064,0.9194301978560516
5164,45013555,04/25/2007,37.6144373414533,-89.5154356796357,5,2,751043,4.545,0.22,14.43169,8.8,84.0,491.0,0.83,136.5,7.3,14.43169,21.0,2007,4,SPRING,4.545,0.22,0.83
5165,45013556,04/25/2007,37.6121547056814,-89.5144098126963,5,2,751111,,,17.62565,8.8,85.0,493.0,0.98,132.6,3.3,17.62565,21.0,2007,4,SPRING,4.705488469031535,0.24270324683860742,0.98
5166,45013557,04/25/2007,37.6076730332449,-89.5151854399482,5,2,751112,,,25.61055,8.9,73.0,494.0,0.89,149.0,3.4,25.61055,21.0,2007,4,SPRING,4.680684965387047,0.2391944585181676,0.89
5167,45013558,04/25/2007,37.6041077395142,-89.5164843540816,5,2,751113,,,15.68646,8.8,84.0,493.0,1.19,137.5,5.1,15.68646,21.0,2007,4,SPRING,4.712607971236979,0.20485175770161412,1.19
5168,45013559,04/25/2007,37.6036244753301,-89.515374539487,5,2,751114,,,14.31762,8.7,86.0,494.0,1.0,140.1,4.1,14.31762,21.0,2007,4,SPRING,4.705378100417416,0.20550518625965036,1.0
5169,45013560,04/25/2007,37.6018418272243,-89.5160239662792,5,2,751116,,,15.9146,8.8,80.0,493.0,0.95,134.4,4.1,15.9146,21.0,2007,4,SPRING,4.67471707541609,0.20827629930641753,0.95
5170,45013561,04/25/2007,37.6019253473001,-89.5188509467813,5,2,751115,,,14.31762,8.6,87.0,491.0,1.54,139.4,6.6,14.31762,21.0,2007,4,SPRING,4.675485866317043,0.20820681674685615,1.54
5171,45013562,04/25/2007,37.6012749470792,-89.5120872403993,5,1,751054,,,15.57239,9.4,75.0,500.0,,121.8,13.8,15.57239,21.0,2007,4,SPRING,4.6735748311705105,0.20837953420907918,0.9762417905966627
5172,45013563,04/25/2007,37.5994755924405,-89.512171344545,5,1,751055,,,14.65983,8.8,75.0,505.0,,125.8,10.3,14.65983,21.0,2007,4,SPRING,4.647723872560113,0.21071591822343003,0.9778507251180515
5173,45013564,04/25/2007,37.5942112385851,-89.5169462991677,5,1,751001,4.888,0.189,16.71309,9.0,72.0,505.0,,96.3,9.5,16.71309,21.0,2007,4,SPRING,4.888,0.189,1.2487191972169294
5174,45013568,04/25/2007,37.5853478992507,-89.521888227765,5,1,751056,,,15.11611,8.4,70.0,498.0,,130.8,12.5,15.11611,21.0,2007,4,SPRING,4.629768033042234,0.2123387492002645,1.2416178518597527
5175,45013569,04/25/2007,37.5728188905961,-89.5247355299864,5,1,751057,,,16.94123,8.2,87.0,490.0,,131.6,11.3,16.94123,21.0,2007,4,SPRING,4.854502118551654,0.21734436122552334,1.2432164114201993
5176,45013570,04/25/2007,37.561889254686,-89.5207169194998,5,1,751058,,,18.99449,8.2,77.0,494.0,,127.1,11.3,18.99449,21.0,2007,4,SPRING,4.8810863741113755,0.24334734411110814,1.2447677347491228
5177,45013571,04/25/2007,37.5582904875823,-89.520884466578,5,1,751059,,,10.32517,8.3,63.0,499.0,,111.3,10.4,10.32517,21.0,2007,4,SPRING,4.884497457028601,0.24330901733675725,1.244804439708116
5178,45013572,04/25/2007,37.5528256384045,-89.5188756230227,5,1,751060,,,20.24926,8.3,74.0,495.0,,125.9,12.6,20.24926,21.0,2007,4,SPRING,4.892675467898815,0.24321712957417058,1.2450931805308447
5179,45013573,04/25/2007,37.549293557411,-89.5213032039139,5,1,751002,4.823,0.244,17.85379,8.5,77.0,493.0,,134.0,11.3,17.85379,21.0,2007,4,SPRING,4.823,0.244,1.2448655708618532
5180,45013574,04/25/2007,37.5473607655363,-89.5168670446715,5,1,751061,,,13.97541,8.5,57.0,498.0,,92.4,6.7,13.97541,21.0,2007,4,SPRING,4.884497462716551,0.24330901727284776,1.2452764952267312
5181,45013575,04/25/2007,37.5383638571682,-89.5172860997384,5,1,751003,4.912,0.243,17.96786,8.3,85.0,497.0,,141.4,10.7,17.96786,21.0,2007,4,SPRING,4.912,0.243,1.2452037897014243
5182,45013576,04/25/2007,37.5366311709439,-89.5196295022032,5,1,751062,,,12.72064,8.5,78.0,489.0,,133.9,8.6,12.72064,21.0,2007,4,SPRING,4.837833318417232,0.24383333350092998,1.24505273174526
5183,45013577,04/25/2007,37.529099778465,-89.5086674531528,5,1,751063,,,17.62565,8.5,77.0,501.0,,128.6,9.3,17.62565,21.0,2007,4,SPRING,4.853099551696193,0.24366180278993038,1.2456009945734112
5184,45013578,04/25/2007,37.5218354151737,-89.5067441351772,5,1,751064,,,19.10856,8.8,79.0,496.0,,128.6,10.7,19.10856,21.0,2007,4,SPRING,4.857128820447524,0.2436165301073312,1.2455881018854986
5185,45013579,04/25/2007,37.5161604166188,-89.4979606568572,5,1,751065,,,14.88797,8.6,69.0,498.0,,116.4,11.0,14.88797,21.0,2007,4,SPRING,4.903998522065927,0.2458240510355551,1.2458172467620259
5186,45013580,04/25/2007,37.5126957247865,-89.5026467151422,5,1,751066,,,12.03622,8.7,83.0,490.0,,139.1,8.6,12.03622,21.0,2007,4,SPRING,4.904595141784796,0.24561347937007194,1.2456186416423494
5187,45013581,04/25/2007,37.4925675627369,-89.4922797817069,5,1,751004,4.895,0.249,15.9146,8.3,79.0,494.0,,140.1,10.4,15.9146,21.0,2007,4,SPRING,4.895,0.249,0.8604532918388235
5188,45013582,04/25/2007,37.1484665963357,-89.433960596816,5,1,751093,,,12.83471,9.2,87.0,519.0,,128.3,10.8,12.83471,25.0,2007,4,SPRING,4.995926736276353,0.3227554431071731,0.37276048122662697
5189,45013583,04/25/2007,37.1501981952736,-89.4316281400893,5,1,751092,,,14.31762,9.1,80.0,524.0,,133.6,11.0,14.31762,25.0,2007,4,SPRING,4.982999970750388,0.3315000197865019,0.37213553832849294
5190,45013584,04/25/2007,37.151997530351,-89.4315434814304,5,1,751019,5.068,0.274,14.54576,9.1,125.0,528.0,,138.1,10.6,14.54576,22.0,2007,4,SPRING,5.068,0.274,0.3718853638736455
5191,45013585,04/25/2007,37.1575986801425,-89.438033695519,5,1,751018,4.966,0.343,13.40506,9.0,79.0,523.0,,124.4,9.3,13.40506,25.0,2007,4,SPRING,4.966,0.343,0.3723163800735126
5192,45013586,04/25/2007,37.1666630531321,-89.4398593316267,5,1,751017,4.743,0.249,10.2111,9.0,79.0,527.0,,133.4,10.8,10.2111,25.0,2007,4,SPRING,4.743,0.249,0.37225164594808446
5193,45013587,04/25/2007,37.1759978511569,-89.4506911644289,5,1,751016,4.625,0.256,11.57994,8.8,98.0,519.0,,127.2,12.2,11.57994,20.0,2007,4,SPRING,4.625,0.256,0.6456497033023536
5194,45013591,04/25/2007,37.1833974882653,-89.4571006452025,5,1,751091,,,10.55331,8.8,82.0,519.0,,130.4,6.6,10.55331,25.0,2007,4,SPRING,4.708385479634612,0.2510534037504891,0.6248649185576043
5195,45013592,04/25/2007,37.1851295069458,-89.4547675389742,5,1,751090,,,15.00204,8.9,80.0,528.0,,132.4,11.3,15.00204,25.0,2007,4,SPRING,4.7068837136203925,0.25114249156489193,0.6235468962119278
5196,45013593,04/25/2007,37.1869962372162,-89.4569323253893,5,1,751089,,,15.68646,8.9,71.0,528.0,,97.2,11.4,15.68646,25.0,2007,4,SPRING,4.695196714830953,0.24329773731630389,0.6176933176078274
5197,45013594,04/25/2007,37.2070585136648,-89.4650044591407,5,1,751088,,,12.72064,8.8,76.0,525.0,,123.6,12.5,12.72064,26.0,2007,4,SPRING,4.785625837814745,0.24530236385294704,0.36005574320614886
5198,45013595,04/25/2007,37.2090090363804,-89.4699822062837,5,2,751030,4.73,0.237,12.94878,8.7,75.0,516.0,0.77,119.8,4.7,12.94878,27.0,2007,4,SPRING,4.73,0.237,0.77
5199,45013596,04/25/2007,37.2143232544214,-89.4669180904164,5,1,751087,,,14.31762,8.9,77.0,528.0,,133.7,11.5,14.31762,25.0,2007,4,SPRING,4.7780589422542,0.24417297645585073,0.37349384787172246
5200,45013597,04/25/2007,37.2161226389656,-89.4668340731851,5,1,751086,,,,9.0,71.0,528.0,,123.7,12.3,,25.0,2007,4,SPRING,4.772522211779632,0.24334659877307946,0.3859251701759908
5201,45013598,04/25/2007,37.2285837727458,-89.4617452221666,5,1,751015,4.797,0.247,18.65228,9.0,82.0,530.0,,129.4,6.7,18.65228,21.0,2007,4,SPRING,4.797,0.247,0.5450170993187069
5202,45013599,04/25/2007,37.2357138985602,-89.4591579807099,5,1,751014,4.686,0.21,12.83471,8.9,85.0,530.0,,137.2,7.2,12.83471,22.0,2007,4,SPRING,4.686,0.21,0.5743612456684326
5203,45013600,04/25/2007,37.2447780784345,-89.4609873012459,5,1,751085,,,10.78145,8.8,86.0,517.0,,129.8,4.4,10.78145,26.0,2007,4,SPRING,4.756856013486297,0.23361867116209928,0.40991304645185844
5204,45013601,04/25/2007,37.2523789713518,-89.4741560636413,5,1,751084,,,14.65983,8.7,67.0,520.0,,128.2,9.2,14.65983,25.0,2007,4,SPRING,4.725155319251812,0.24451850512988654,0.4098827860623907
5205,45013602,04/26/2007,37.300432367293,-89.514767201442,5,1,751013,4.886,0.232,15.80053,8.9,82.0,537.0,,117.8,8.7,15.80053,12.0,2007,4,SPRING,4.886,0.232,0.92457791719892
5206,45013603,04/26/2007,37.3022982138549,-89.5169366395902,5,1,751080,,,14.20355,9.0,77.0,530.0,,138.9,10.1,14.20355,15.0,2007,4,SPRING,4.852666669564634,0.2526666648699269,0.9220502295653922
5207,45013604,04/26/2007,37.3057642702492,-89.5122650844557,5,1,751012,4.836,0.263,16.02867,9.0,71.0,535.0,,124.8,7.3,16.02867,20.0,2007,4,SPRING,4.836,0.263,0.9196726548137133
5208,45013605,04/26/2007,37.3093631582019,-89.5120986472015,5,1,751079,,,17.16937,9.5,75.0,536.0,,123.3,8.3,17.16937,16.0,2007,4,SPRING,4.84552690904238,0.2555441581407461,0.9175294870593552
5209,45013606,04/26/2007,37.3110960982443,-89.5097625874317,5,1,751011,4.859,0.245,17.16937,10.0,75.0,533.0,,136.6,10.0,17.16937,16.0,2007,4,SPRING,4.859,0.245,0.9166803738020421
5210,45013610,04/26/2007,37.3356871690392,-89.4883139642925,5,1,751010,4.918,0.262,15.11611,10.6,69.0,531.0,,127.5,7.3,15.11611,20.0,2007,4,SPRING,4.918,0.262,0.739655081039494
5211,45013611,04/26/2007,37.3467305412274,-89.435889328626,5,1,751078,,,,14.2,79.0,531.0,,127.1,10.5,,20.0,2007,4,SPRING,5.014439431826068,0.3293460429420794,0.5130497797975131
5212,45013612,04/26/2007,37.3503291078536,-89.4357189992838,5,1,751077,,,14.7739,9.7,82.0,526.0,,128.8,10.9,14.7739,18.0,2007,4,SPRING,5.0914047248097685,0.3567250009204713,0.5202390922626983
5213,45013613,04/26/2007,37.3572538424034,-89.4263621804612,5,1,751009,4.693,0.215,16.94123,10.8,75.0,534.0,,115.5,9.2,16.94123,18.0,2007,4,SPRING,4.693,0.215,1.2888913947090117
5214,45013614,04/26/2007,37.3626516255268,-89.4261058955568,5,1,751076,,,12.4925,11.4,68.0,536.0,,130.0,9.8,12.4925,21.0,2007,4,SPRING,5.097118865773872,0.36217530771734346,1.34865260226687
5215,45013615,05/01/2007,37.4705047022651,-89.4774874410022,5,1,751067,,,14.54576,6.7,680.0,480.0,,706.6,11.0,14.54576,9.0,2007,5,SPRING,4.911472284375965,0.4627062157197615,0.601192669071622
5216,45013616,05/01/2007,37.4630375857874,-89.4687963749686,5,1,751069,,,12.83471,6.8,690.0,476.0,,758.6,12.1,12.83471,9.0,2007,5,SPRING,5.441341710993449,0.7336778983193432,0.5999284919587572
5217,45013617,05/01/2007,37.4685030489786,-89.4707996034946,5,1,751068,,,16.82716,6.7,715.0,472.0,,758.6,10.3,16.82716,6.0,2007,5,SPRING,5.400695009467306,0.7343433286308219,0.6005627281548942
5218,45013618,05/01/2007,37.4556375787327,-89.4623640693096,5,1,751005,4.933,0.742,12.4925,6.9,605.0,481.0,,656.4,6.6,12.4925,7.0,2007,5,SPRING,4.933,0.742,0.5985423421278269
5219,45013622,05/03/2007,37.450036570172,-89.4558480100063,5,1,751070,,,,6.3,605.0,466.0,,844.6,9.5,,5.0,2007,5,SPRING,5.185987720062535,0.7378583183618684,0.5970450775590443
5220,45013623,05/03/2007,37.4481016736413,-89.4514194152575,5,1,751006,5.666,0.73,13.97541,6.3,540.0,466.0,,727.2,10.1,13.97541,5.0,2007,5,SPRING,5.666,0.73,0.596207266158211
5221,45013624,05/03/2007,37.4425680695998,-89.4471614386389,5,1,751071,,,0.0183,6.4,645.0,465.0,,773.0,8.3,0.0183,5.0,2007,5,SPRING,5.578770554359022,0.7138735478646931,0.5944901440854847
5222,45013625,05/03/2007,37.4368301740464,-89.4361348041332,5,1,751072,,,13.29099,6.3,530.0,468.0,,689.6,13.6,13.29099,5.0,2007,5,SPRING,5.714588543991296,0.7539923447795664,0.591568996377084
5223,45013626,05/03/2007,37.4294968498826,-89.4319640829637,5,1,751007,5.547,0.708,11.92215,8.7,560.0,469.0,,730.2,12.9,11.92215,5.0,2007,5,SPRING,5.547,0.708,0.588002314156997
5224,45013630,05/03/2007,37.4240308970172,-89.429964551707,5,1,751008,5.813,0.781,14.54576,6.3,535.0,470.0,,649.0,11.0,14.54576,5.0,2007,5,SPRING,5.813,0.781,0.5845312262415261
5225,45013631,05/03/2007,37.4132353909706,-89.4304776367229,5,1,751073,,,13.29099,6.2,755.0,468.0,,680.0,13.8,13.29099,5.0,2007,5,SPRING,5.653008534321014,0.7370925676896014,0.5733242141471646
5226,45013632,05/03/2007,37.4077011863164,-89.4262230368372,5,1,751074,,,11.12366,6.3,580.0,467.0,,722.4,12.1,11.12366,5.0,2007,5,SPRING,5.686925651733589,0.7336652266436583,0.5641160243965335
5227,45013633,05/03/2007,37.4059019394784,-89.4263086090646,5,1,751075,,,15.45832,6.2,595.0,466.0,,620.4,11.6,15.45832,5.0,2007,5,SPRING,5.702860071565572,0.7396478247033196,0.5596921950079674
5228,45013634,05/03/2007,37.3943261557823,-89.430811096362,5,2,751044,5.536,0.677,12.83471,6.5,495.0,465.0,0.77,648.2,6.5,12.83471,5.0,2007,5,SPRING,5.536,0.677,0.77
5229,45013635,05/03/2007,37.3830978001973,-89.4319085516045,5,2,751129,,,13.29099,6.4,555.0,468.0,0.45,676.4,7.6,13.29099,5.0,2007,5,SPRING,5.410390121915473,0.5254489514414937,0.45
5230,45013636,05/03/2007,37.3759347784547,-89.4333772358234,5,2,751131,,,12.15029,6.3,545.0,467.0,0.95,643.8,7.6,12.15029,5.0,2007,5,SPRING,5.44163610816401,0.5631479131109262,0.95
5231,45013637,05/03/2007,37.3736856901355,-89.4334838636587,5,2,751133,,,13.17692,6.2,595.0,466.0,0.95,744.0,9.7,13.17692,5.0,2007,5,SPRING,5.029176876078506,0.33743163923951675,0.95
5232,45013638,05/03/2007,37.3766183965525,-89.411331083653,5,2,751130,,,13.29099,6.3,455.0,469.0,1.13,537.0,7.1,13.29099,5.0,2007,5,SPRING,4.946196216723763,0.30721106527117303,1.13
5233,45013639,05/03/2007,37.3734183678911,-89.4097904487769,5,2,751132,,,11.46587,6.4,300.0,469.0,1.16,583.0,6.4,11.46587,5.0,2007,5,SPRING,4.927497868151916,0.3004013480371168,1.16
5234,45013640,05/03/2007,37.3720689492911,-89.4098548435984,5,2,751134,,,12.37843,6.4,455.0,469.0,0.95,571.2,8.5,12.37843,5.0,2007,5,SPRING,4.918081879393909,0.29697215638017954,0.95
5235,45013641,05/03/2007,37.3698370448621,-89.4105257433883,5,2,751135,,,12.72064,6.4,485.0,469.0,1.2,561.7,8.5,12.72064,5.0,2007,5,SPRING,4.897975781099483,0.2896497533594473,1.2
5236,45013642,05/03/2007,37.362777018708,-89.4153772834262,5,2,751045,5.352,0.455,9.64075,6.3,345.0,471.0,1.3,401.0,9.5,9.64075,5.0,2007,5,SPRING,5.352,0.455,1.3
5237,45013643,05/03/2007,37.3618773992189,-89.4154201305905,5,2,751136,,,10.89552,6.3,365.0,469.0,1.3,494.0,9.7,10.89552,5.0,2007,5,SPRING,4.748020782209738,0.23503791764846338,1.3
5238,45013644,05/03/2007,37.3578974768018,-89.417866915911,5,2,751137,,,10.32517,6.2,515.0,470.0,1.4,588.8,10.5,10.32517,5.0,2007,5,SPRING,4.980411168230702,0.31967174563788825,1.4
5239,45013645,05/03/2007,37.3561153153259,-89.418516020753,5,2,751138,,,10.55331,6.2,465.0,470.0,1.17,514.2,5.6,10.55331,5.0,2007,5,SPRING,5.040861840976934,0.3416871651509317,1.17
5240,45013646,05/03/2007,37.34324136908,-89.4247703504639,5,2,751046,5.452,0.485,11.3518,6.3,465.0,470.0,0.3,608.0,5.0,11.3518,5.0,2007,5,SPRING,5.452,0.485,0.3
5241,45013650,05/03/2007,37.3410434171697,-89.4265672455384,5,2,751139,,,15.57239,6.3,540.0,470.0,0.73,652.8,11.5,15.57239,5.0,2007,5,SPRING,4.798764311768779,0.2526236682181427,0.73
5242,45013651,05/03/2007,37.323628097175,-89.4465711135126,5,2,751106,,,,6.2,450.0,471.0,1.2,577.8,9.3,,5.0,2007,5,SPRING,5.4854641821498085,0.602949897969725,1.2
5243,45013652,05/03/2007,37.3215988886655,-89.4539993721548,5,2,751029,5.669,0.831,13.29099,6.2,555.0,472.0,1.15,606.4,8.0,13.29099,5.0,2007,5,SPRING,5.669,0.831,1.15
5244,45013653,05/03/2007,37.3223356464874,-89.4635536043822,5,2,751028,5.401,0.498,10.89552,6.7,405.0,472.0,1.25,582.4,7.7,10.89552,5.0,2007,5,SPRING,5.401,0.498,1.25
5245,45013654,05/03/2007,37.3233027210127,-89.4657644726529,5,2,751027,5.619,0.667,12.03622,6.3,460.0,472.0,1.17,522.0,8.0,12.03622,5.0,2007,5,SPRING,5.619,0.667,1.17
5246,45013655,05/03/2007,37.3242529206257,-89.4674121206807,5,2,751105,,,13.40506,6.5,665.0,472.0,1.15,569.6,7.9,13.40506,5.0,2007,5,SPRING,5.468365739985784,0.5502238993467783,1.15
5247,45013656,05/03/2007,37.3252199280771,-89.4696230986652,5,2,751104,,,13.40506,6.6,340.0,472.0,1.19,430.2,7.9,13.40506,6.0,2007,5,SPRING,5.486351305110488,0.5641668374480395,1.19
5248,45013657,05/03/2007,37.3308701544054,-89.4778201757125,5,2,751102,,,13.97541,6.3,615.0,472.0,0.8,588.4,5.6,13.97541,6.0,2007,5,SPRING,5.3097749358045725,0.488346432240873,0.8
5249,45013658,05/03/2007,37.3304874517114,-89.4800945323939,5,2,751103,,,13.17692,6.2,410.0,473.0,0.67,494.2,3.7,13.17692,6.0,2007,5,SPRING,5.350797122690181,0.5120468397853399,0.67
